district,transaction_date,sqft,price_aed,project_stage,lat,lng,distance_to_beach_km,drive_time_burj_khalifa_min,amenity_density_1km,has_waterfront_view,developer_tier,floor_level,service_charge_aed,supply_pressure_2y,momentum_3m,momentum_6m,momentum_12m,roi_pct,days_on_market,12_month_appreciation_pct
Jabal Ali First,2026-08-13,839.2690799999999,1509000.0,1,25.0256607,55.1142032,6.16,62,1,0,2,52,20.9,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
Um Suqaim Third,2026-01-05,911.49552,3144000.0,1,25.06,55.2,7.09,42,6,0,1,39,15.4,362,1.7,3.1550477829349304,4.404722213674894,4.67,113,10.2
MAJAN,2026-02-07,1085.0112,1330250.0,1,25.0929388,55.3184835,18.8,30,15,0,3,7,12.1,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Jabal Ali First,2026-08-13,1296.95436,1797000.0,1,25.0256607,55.1142032,6.16,62,1,0,3,6,14.4,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
CITY OF ARABIA,2026-08-14,707.6253599999999,1285000.0,1,25.06,55.2,7.09,42,10,0,2,57,18.3,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
CITY OF ARABIA,2026-08-13,851.9706,1232000.0,1,25.06,55.2,7.09,42,10,0,3,14,14.4,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
BUSINESS BAY,2026-08-13,457.79292,1385640.0,1,25.185,55.265,17.79,4,30,0,1,48,24.6,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
Wadi Al Safa 4,2026-08-13,320.55192,578000.0,1,25.0769255,55.318421,18.73,35,15,0,2,30,16.1,564,3.0,5.567731381649877,7.773039200602755,6.01,28,5.0
Madinat Al Mataar,2026-08-13,380.5074,623000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,17,17.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,381.90671999999995,705000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,37,23.7,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,365.11487999999997,767600.0,1,24.9170063,55.1057072,18.11,88,1,0,1,32,17.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,1151.42508,1974000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,40,16.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Palm Deira,2026-01-21,1202.44644,4760000.0,1,25.2761408,55.3016752,27.72,22,17,0,1,23,28.6,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
CITY OF ARABIA,2026-08-14,707.41008,1263000.0,1,25.06,55.2,7.09,42,7,0,2,54,21.9,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
CITY OF ARABIA,2026-08-13,654.3435599999999,1003520.0,1,25.06,55.2,7.09,42,12,0,2,44,16.5,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
BUSINESS BAY,2026-08-13,1276.28748,3004110.0,1,25.185,55.265,17.79,4,27,0,1,26,20.1,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
CITY OF ARABIA,2026-08-13,745.08408,1306000.0,1,25.06,55.2,7.09,42,10,0,2,38,22.6,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Palm Jabal Ali,2026-08-13,839.592,2828000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,22,26.3,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
CITY OF ARABIA,2026-08-13,647.9928,1002000.0,1,25.06,55.2,7.09,42,4,0,2,24,22.2,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
DUBAI SOUTH,2026-08-13,1332.26028,1500000.0,1,24.9144391,55.1615128,18.41,83,1,0,3,1,12.2,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
CITY OF ARABIA,2026-08-14,703.4273999999999,1256000.0,1,25.06,55.2,7.09,42,8,0,2,33,29.7,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
DUBAI INDUSTRIAL CITY,2026-08-13,412.15355999999997,528343.0,1,25.06,55.2,7.09,42,6,0,3,12,14.5,1114,2.0,3.711820921099918,5.18202613373517,8.05,47,7.3
BUSINESS BAY,2026-08-13,373.61843999999996,1281840.0,1,25.185,55.265,17.79,4,25,0,1,45,16.7,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
DUBAI PRODUCTION CITY,2026-01-21,416.99736,763157.9,1,25.0321285,55.1912732,7.83,50,1,0,2,43,21.7,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
Jabal Ali First,2026-08-13,1343.8854,2458000.0,1,25.0256607,55.1142032,6.16,62,1,0,2,33,16.8,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
Warsan First,2026-08-13,387.39636,534400.0,1,25.06,55.2,7.09,42,13,0,3,7,13.9,1767,4.2,7.794823934309828,10.882254880843858,8.68,52,2.6
CITY OF ARABIA,2026-08-14,703.64268,1256000.0,1,25.06,55.2,7.09,42,11,0,2,54,15.1,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Jabal Ali First,2026-08-13,1327.95468,2393000.0,1,25.0256607,55.1142032,6.16,62,1,0,2,31,23.1,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
SILICON OASIS,2026-08-14,805.90068,1220000.0,1,25.1063647,55.3764714,24.77,35,10,0,2,59,26.2,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
CITY OF ARABIA,2026-08-14,703.4273999999999,1256000.0,1,25.06,55.2,7.09,42,9,0,2,39,25.9,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Warsan First,2026-08-13,426.4696799999999,567900.0,1,25.06,55.2,7.09,42,10,0,3,11,12.3,1767,4.2,7.794823934309828,10.882254880843858,8.68,52,2.6
CITY OF ARABIA,2026-08-13,850.46364,1416000.0,1,25.06,55.2,7.09,42,11,0,2,27,18.0,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Al Hebiah First,2026-08-13,382.6601999999999,818999.0,1,25.06,55.2,7.09,42,7,0,1,29,18.2,1726,4.4,8.16600602641982,11.400457494217376,6.34,57,6.4
JUMEIRAH VILLAGE CIRCLE,2026-08-13,407.52504,736162.56,1,25.065,55.205,7.44,40,10,0,2,41,20.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
ARJAN,2026-01-21,713.00736,1354999.0,1,25.0603309,55.2354858,10.56,39,7,0,2,49,20.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
CITY OF ARABIA,2026-08-14,703.4273999999999,1278000.0,1,25.06,55.2,7.09,42,9,0,2,37,27.1,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
MOTOR CITY,2026-08-13,544.98132,998686.0,1,25.06,55.2,7.09,42,4,0,2,38,18.4,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
DUBAI LAND RESIDENCE COMPLEX,2026-08-13,424.53216,630528.75,1,25.0853591,55.382978,25.25,41,4,0,3,9,13.8,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
ARJAN,2026-09-03,432.28223999999994,816000.0,1,25.0603309,55.2354858,10.56,39,8,0,2,17,25.6,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
DUBAI LAND RESIDENCE COMPLEX,2026-08-13,1765.61892,1499110.4,1,25.0853591,55.382978,25.25,41,7,0,3,10,11.5,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
BUSINESS BAY,2026-08-13,1193.7276,2350000.0,1,25.185,55.265,17.79,4,30,0,1,46,17.9,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
CITY OF ARABIA,2026-08-13,339.71183999999994,612810.0,1,25.06,55.2,7.09,42,4,0,2,15,18.6,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
CITY OF ARABIA,2026-08-13,340.35768,592020.0,1,25.06,55.2,7.09,42,10,0,2,18,20.7,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
DOWN TOWN JABAL ALI,2026-08-13,348.43067999999994,553410.0,1,25.06,55.2,7.09,42,13,0,2,54,15.4,1711,1.9,3.526229875044922,4.922924827048411,5.8,83,4.3
CITY OF ARABIA,2026-08-14,738.5180399999999,1245000.0,1,25.06,55.2,7.09,42,8,0,2,15,17.6,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Al Yelayiss 1,2026-01-21,2363.7744,4857000.0,1,25.06,55.2,7.09,42,11,0,1,45,27.5,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Jabal Ali First,2026-08-13,1292.64876,2348000.0,1,25.0256607,55.1142032,6.16,62,1,0,2,42,28.6,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
CITY OF ARABIA,2026-08-13,1212.0264,2372000.0,1,25.06,55.2,7.09,42,5,0,1,18,28.3,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
CITY OF ARABIA,2026-08-13,647.9928,1004000.0,1,25.06,55.2,7.09,42,4,0,2,21,22.5,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
JUMEIRAH VILLAGE TRIANGLE,2026-08-13,951.75288,1346400.0,1,25.0498433,55.1907008,6.65,45,2,0,3,12,13.8,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
JUMEIRAH VILLAGE CIRCLE,2026-08-13,1146.04308,1486591.2,1,25.065,55.205,7.44,40,10,0,3,11,12.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-08-13,845.08164,1083065.0,1,25.065,55.205,7.44,40,6,0,3,7,13.7,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Thanyah Fifth,2026-08-13,1221.49872,2826828.0,1,25.06,55.2,7.09,42,5,0,1,49,23.4,506,2.3,4.268594059264905,5.959330053795445,5.52,25,4.0
Jabal Ali First,2026-08-13,845.4045600000001,1557000.0,1,25.0256607,55.1142032,6.16,62,1,0,2,45,18.9,1677,4.0,7.423641842199836,10.36405226747034,7.86,54,10.9
Al Hebiah First,2026-08-13,747.2368799999999,1100000.0,1,25.06,55.2,7.09,42,5,0,3,10,14.3,1726,4.4,8.16600602641982,11.400457494217376,6.34,57,6.4
Madinat Al Mataar,2026-08-13,354.78144,753620.0,1,24.9170063,55.1057072,18.11,88,1,0,1,33,27.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
HORIZON,2026-01-21,750.2508,1577828.0,1,25.1220188,55.2292278,10.85,23,14,0,1,15,27.9,442,4.8,8.908370210639802,12.436862720964408,8.56,66,4.3
Madinat Al Mataar,2026-08-13,354.24323999999996,769000.0,1,24.9170063,55.1057072,18.11,88,1,0,1,52,16.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,738.30276,1248888.0,1,24.9170063,55.1057072,18.11,88,1,0,2,28,17.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
CITY OF ARABIA,2026-08-14,1061.11512,2139000.0,1,25.06,55.2,7.09,42,7,0,1,21,21.9,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Madinat Al Mataar,2026-08-13,353.92032,737550.0,1,24.9170063,55.1057072,18.11,88,1,0,1,38,18.4,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-08-13,1063.80612,1716019.2,1,25.065,55.205,7.44,40,13,0,2,26,25.7,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Al Mataar,2026-08-13,906.4364399999998,1176000.0,1,24.9170063,55.1057072,18.11,88,1,0,3,4,13.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,800.41104,1202000.0,1,24.9170063,55.1057072,18.11,88,1,0,3,25,10.4,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
BUSINESS PARK,2026-08-13,406.55628,1250000.0,1,25.048462,55.2349614,10.84,42,12,0,1,32,30.0,671,2.4,4.454185105319901,6.218431360482204,7.1,85,12.8
Al Thanyah Fifth,2026-08-13,1284.3604799999998,3504828.0,1,25.06,55.2,7.09,42,12,0,1,43,25.8,506,2.3,4.268594059264905,5.959330053795445,5.52,25,4.0
CITY OF ARABIA,2026-08-13,339.49656,597000.0,1,25.06,55.2,7.09,42,13,0,2,44,22.9,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Al Yelayiss 1,2026-01-21,1550.0159999999998,2824000.0,1,25.06,55.2,7.09,42,8,0,2,39,16.8,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Al Thanyah Fifth,2026-08-13,810.7444799999998,2162828.0,1,25.06,55.2,7.09,42,13,0,1,25,28.6,506,2.3,4.268594059264905,5.959330053795445,5.52,25,4.0
Madinat Al Mataar,2026-08-13,1175.1058799999998,1801130.0,1,24.9170063,55.1057072,18.11,88,1,0,2,56,20.8,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,733.0283999999999,1251000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,17,15.6,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,740.45556,1263888.0,1,24.9170063,55.1057072,18.11,88,1,0,2,34,22.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
CITY OF ARABIA,2026-08-13,697.18428,1212000.0,1,25.06,55.2,7.09,42,9,0,2,52,22.0,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
JUMEIRAH VILLAGE CIRCLE,2026-08-13,411.83063999999996,766320.0,1,25.065,55.205,7.44,40,11,0,2,34,23.8,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Thanyah Fifth,2026-08-13,796.4283599999999,2084828.0,1,25.06,55.2,7.09,42,12,0,1,58,17.5,506,2.3,4.268594059264905,5.959330053795445,5.52,25,4.0
DUBAI SOUTH,2026-08-13,1286.6209199999998,1580000.0,1,24.9144391,55.1615128,18.41,83,1,0,3,2,14.2,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
Mirdif,2026-08-17,1656.68724,2896326.72,1,25.06,55.2,7.09,42,4,0,2,37,15.1,112,2.7,5.01095824348489,6.99573528054248,7.25,51,9.3
Madinat Al Mataar,2026-08-13,661.0172399999999,1133000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,58,20.3,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DUBAI INDUSTRIAL CITY,2026-01-21,393.31656,589965.0,1,25.06,55.2,7.09,42,7,0,3,9,14.4,1114,2.0,3.711820921099918,5.18202613373517,8.05,47,7.3
Mirdif,2026-08-17,1335.05892,1730236.35,1,25.06,55.2,7.09,42,6,0,3,9,12.2,112,2.7,5.01095824348489,6.99573528054248,7.25,51,9.3
Al Thanyah Fifth,2026-08-17,1259.4956399999999,3265828.0,1,25.06,55.2,7.09,42,5,0,1,24,22.3,506,2.3,4.268594059264905,5.959330053795445,5.52,25,4.0
Madinat Al Mataar,2026-08-13,389.01095999999995,642000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,37,25.7,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,753.0494399999999,1254101.0,1,24.9170063,55.1057072,18.11,88,1,0,2,52,20.8,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
BUSINESS PARK,2026-08-13,401.17428,1250000.0,1,25.048462,55.2349614,10.84,42,11,0,1,22,19.2,671,2.4,4.454185105319901,6.218431360482204,7.1,85,12.8
Al Merkadh,2026-08-13,743.90004,1300000.0,1,25.06,55.2,7.09,42,4,0,2,59,17.4,1828,4.7,8.722779164584807,12.17776141427765,6.06,16,3.8
CITY OF ARABIA,2026-08-14,732.27492,1330000.0,1,25.06,55.2,7.09,42,5,0,2,48,24.3,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Madinat Al Mataar,2026-08-13,383.52132,618000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,41,28.3,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DUBAI PRODUCTION CITY,2026-08-13,463.82076,778688.11,1,25.0321285,55.1912732,7.83,50,4,0,2,57,24.4,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
DUBAI LAND RESIDENCE COMPLEX,2026-01-21,833.4565200000001,934207.81,1,25.0853591,55.382978,25.25,41,6,0,3,12,11.1,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI PRODUCTION CITY,2026-08-13,375.87888,560000.0,1,25.0321285,55.1912732,7.83,50,8,0,3,6,14.9,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
BUSINESS BAY,2026-08-13,699.1218,1541550.0,1,25.185,55.265,17.79,4,27,0,1,24,25.8,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH VILLAGE CIRCLE,2026-08-13,1146.04308,1507219.2,1,25.065,55.205,7.44,40,11,0,3,6,14.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Wadi Al Safa 4,2026-08-13,757.03212,1108154.0,1,25.0769255,55.318421,18.73,35,11,0,3,3,14.9,564,3.0,5.567731381649877,7.773039200602755,6.01,28,5.0
Al Khairan First,2026-08-13,1241.41212,3602599.0,1,25.06,55.2,7.09,42,7,0,1,21,24.5,1821,3.6,6.6812776579798525,9.327647040723306,7.89,77,9.3
Madinat Al Mataar,2026-08-13,738.30276,1242530.0,1,24.9170063,55.1057072,18.11,88,1,0,2,42,15.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
CITY OF ARABIA,2026-08-14,1050.88932,2328000.0,1,25.06,55.2,7.09,42,12,0,1,57,22.2,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Madinat Al Mataar,2026-08-13,382.12199999999996,624000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,16,19.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Palm Deira,2026-01-21,1227.9571199999998,4772000.0,1,25.2761408,55.3016752,27.72,22,16,0,1,21,18.4,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
Wadi Al Safa 3,2026-08-13,1542.4812,2892000.0,1,25.06,55.2,7.09,42,9,0,2,23,27.9,1093,3.7,6.866868704034848,9.586748347410065,6.39,37,13.5
Madinat Al Mataar,2026-08-13,738.30276,1245888.0,1,24.9170063,55.1057072,18.11,88,1,0,2,51,29.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Hebiah Fifth,2026-08-13,785.7719999999999,1222940.0,1,25.06,55.2,7.09,42,11,0,2,44,19.2,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Barsha First,2026-08-13,1056.91716,2108530.15,1,25.06,55.2,7.09,42,12,0,1,22,17.4,1186,3.4,6.310095565869861,8.809444427349788,8.67,55,14.5
Palm Deira,2026-08-13,1271.65896,4964828.0,1,25.2761408,55.3016752,27.72,22,14,0,1,51,22.8,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
JUMEIRAH VILLAGE CIRCLE,2026-08-13,905.8982399999999,1320829.0,1,25.065,55.205,7.44,40,6,0,3,8,10.9,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Al Mataar,2026-08-13,875.6513999999999,1498000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,43,27.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,380.61503999999996,625000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,36,26.4,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Hebiah Fifth,2026-08-13,921.0754799999999,1608000.0,1,25.06,55.2,7.09,42,8,0,2,44,16.4,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Um Suqaim Third,2026-01-05,845.5121999999999,3161000.0,1,25.06,55.2,7.09,42,9,0,1,19,17.2,362,1.7,3.1550477829349304,4.404722213674894,4.67,113,10.2
MAJAN,2026-02-07,382.76784,773744.45,1,25.0929388,55.3184835,18.8,30,17,0,1,44,17.0,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Al Yelayiss 1,2026-08-13,1550.0159999999998,2485120.0,1,25.06,55.2,7.09,42,5,0,2,25,23.6,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Al Yelayiss 1,2026-08-13,1550.0159999999998,2485120.0,1,25.06,55.2,7.09,42,7,0,2,34,28.5,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Al Yelayiss 1,2026-08-13,1550.0159999999998,2485120.0,1,25.06,55.2,7.09,42,11,0,2,51,25.0,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Madinat Al Mataar,2026-08-13,738.30276,1253888.0,1,24.9170063,55.1057072,18.11,88,1,0,2,15,24.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,389.01095999999995,732000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,18,17.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
SILICON OASIS,2026-08-13,1246.2559199999998,2216828.0,1,25.1063647,55.3764714,24.77,35,12,0,2,59,29.4,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
CITY OF ARABIA,2026-08-14,696.9689999999999,1320000.0,1,25.06,55.2,7.09,42,8,0,2,15,19.5,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
DUBAI SCIENCE PARK,2026-08-13,1080.27504,1579500.0,1,25.0735423,55.2412462,10.96,35,14,0,3,5,11.6,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
Al Yelayiss 1,2026-08-13,2581.53012,3893580.0,1,25.06,55.2,7.09,42,8,0,2,59,16.8,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Palm Deira,2026-01-21,827.5363199999999,2575000.0,1,25.2761408,55.3016752,27.72,22,20,0,1,29,25.8,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
Madinat Al Mataar,2026-08-13,386.21232,720000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,53,22.0,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Yelayiss 1,2026-08-13,1550.33892,3143360.0,1,25.06,55.2,7.09,42,4,0,1,19,20.6,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
ARJAN,2026-08-13,890.1827999999999,1150000.0,1,25.0603309,55.2354858,10.56,39,13,0,3,8,14.5,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
JUMEIRAH VILLAGE CIRCLE,2026-08-13,711.8233199999999,1050000.0,1,25.065,55.205,7.44,40,14,0,3,14,10.1,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Yelayiss 1,2026-08-13,1550.33892,3143360.0,1,25.06,55.2,7.09,42,12,0,1,32,21.7,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Palm Deira,2026-08-13,489.65436,1667828.0,1,25.2761408,55.3016752,27.72,22,23,0,1,18,22.1,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
BUSINESS BAY,2026-08-13,709.8858,2050000.0,1,25.185,55.265,17.79,4,25,0,1,35,16.0,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH VILLAGE CIRCLE,2026-08-13,553.91544,1339000.0,1,25.065,55.205,7.44,40,7,0,1,50,18.0,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI LAND RESIDENCE COMPLEX,2026-08-13,321.41303999999997,565000.0,1,25.0853591,55.382978,25.25,41,13,0,2,32,17.3,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
DUBAI SCIENCE PARK,2026-01-21,511.61292,880911.61,1,25.0735423,55.2412462,10.96,35,9,0,2,16,21.0,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
Al Yelayiss 2,2026-08-13,921.61368,1175888.0,1,25.06,55.2,7.09,42,12,0,3,8,13.4,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
FALCON CITY OF WONDERS,2026-08-13,452.30328000000003,852720.0,1,25.06,55.2,7.09,42,6,0,2,16,26.0,1571,3.2,5.938913473759869,8.291241813976272,5.35,47,2.5
Madinat Al Mataar,2026-08-13,381.5838,624000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,26,18.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
CITY OF ARABIA,2026-08-14,1074.35484,2283000.0,1,25.06,55.2,7.09,42,5,0,1,51,22.9,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Madinat Al Mataar,2026-08-13,332.49996,689780.0,1,24.9170063,55.1057072,18.11,88,1,0,1,17,25.6,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DOWN TOWN JABAL ALI,2026-08-13,777.0531599999999,983070.0,1,25.06,55.2,7.09,42,13,0,3,6,10.4,1711,1.9,3.526229875044922,4.922924827048411,5.8,83,4.3
DUBAI LAND RESIDENCE COMPLEX,2026-08-13,421.30296,500000.0,1,25.0853591,55.382978,25.25,41,12,0,3,5,13.1,182,1.7,3.1550477829349304,4.404722213674894,4.89,27,5.8
Palm Deira,2026-08-13,1468.96308,3978828.0,1,25.2761408,55.3016752,27.72,22,21,0,1,28,15.0,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
Madinat Al Mataar,2026-08-13,380.61503999999996,641000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,33,23.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
CITY OF ARABIA,2026-08-13,1088.02512,2244000.0,1,25.06,55.2,7.09,42,9,0,1,49,28.6,963,4.4,8.16600602641982,11.400457494217376,7.12,56,12.4
Al Yelayiss 1,2026-01-21,1550.5542,2903000.0,1,25.06,55.2,7.09,42,11,0,2,20,18.0,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
FALCON CITY OF WONDERS,2026-08-13,510.96707999999995,870247.5,1,25.06,55.2,7.09,42,11,0,2,50,19.8,1571,3.2,5.938913473759869,8.291241813976272,5.35,47,2.5
Madinat Al Mataar,2026-08-13,365.00723999999997,559000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,30,15.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,380.61503999999996,630000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,19,26.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE TRIANGLE,2026-08-13,672.4270799999999,1169900.0,1,25.0498433,55.1907008,6.65,45,2,0,2,54,20.4,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
Madinat Al Mataar,2026-08-13,381.36852,688000.0,1,24.9170063,55.1057072,18.11,88,1,0,2,54,20.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-08-13,352.41336,745000.0,1,24.9170063,55.1057072,18.11,88,1,0,1,50,28.8,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH LAKES TOWERS,2026-08-13,1289.95776,2300000.0,1,25.06,55.2,7.09,42,7,0,2,41,18.5,637,2.8,5.196549289539885,7.254836587229238,8.84,105,9.3
JUMEIRAH VILLAGE CIRCLE,2026-08-13,2471.9526,2125920.0,1,25.065,55.205,7.44,40,10,0,3,7,13.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
